Number of mutations	Number of positions with this many mutations	Number of CP 1 positions with this many mutations	Number of CP 2 positions with this many mutations	Number of CP 3 positions with this many mutations	Number of non-coding positions with this many mutations	Number of uni-mutational positions with this many mutations	Fraction of positions which are uni-mutational	Average uni-mutational fraction of positions with this many mutations
596	0	0	0	0	0	0	N/A	N/A
597	0	0	0	0	0	0	N/A	N/A
598	0	0	0	0	0	0	N/A	N/A
599	0	0	0	0	0	0	N/A	N/A
600	0	0	0	0	0	0	N/A	N/A
601	0	0	0	0	0	0	N/A	N/A
602	0	0	0	0	0	0	N/A	N/A
603	0	0	0	0	0	0	N/A	N/A
604	0	0	0	0	0	0	N/A	N/A
605	0	0	0	0	0	0	N/A	N/A
606	0	0	0	0	0	0	N/A	N/A
607	0	0	0	0	0	0	N/A	N/A
608	0	0	0	0	0	0	N/A	N/A
609	0	0	0	0	0	0	N/A	N/A
610	0	0	0	0	0	0	N/A	N/A
611	0	0	0	0	0	0	N/A	N/A
612	0	0	0	0	0	0	N/A	N/A
613	0	0	0	0	0	0	N/A	N/A
614	0	0	0	0	0	0	N/A	N/A
615	0	0	0	0	0	0	N/A	N/A
616	0	0	0	0	0	0	N/A	N/A
617	0	0	0	0	0	0	N/A	N/A
618	0	0	0	0	0	0	N/A	N/A
619	0	0	0	0	0	0	N/A	N/A
620	0	0	0	0	0	0	N/A	N/A
621	0	0	0	0	0	0	N/A	N/A
622	0	0	0	0	0	0	N/A	N/A
623	0	0	0	0	0	0	N/A	N/A
624	0	0	0	0	0	0	N/A	N/A
625	0	0	0	0	0	0	N/A	N/A
626	0	0	0	0	0	0	N/A	N/A
627	0	0	0	0	0	0	N/A	N/A
628	0	0	0	0	0	0	N/A	N/A
629	0	0	0	0	0	0	N/A	N/A
630	0	0	0	0	0	0	N/A	N/A
631	0	0	0	0	0	0	N/A	N/A
632	0	0	0	0	0	0	N/A	N/A
633	0	0	0	0	0	0	N/A	N/A
634	0	0	0	0	0	0	N/A	N/A
635	0	0	0	0	0	0	N/A	N/A
636	0	0	0	0	0	0	N/A	N/A
637	0	0	0	0	0	0	N/A	N/A
638	0	0	0	0	0	0	N/A	N/A
639	0	0	0	0	0	0	N/A	N/A
640	0	0	0	0	0	0	N/A	N/A
641	0	0	0	0	0	0	N/A	N/A
642	0	0	0	0	0	0	N/A	N/A
643	0	0	0	0	0	0	N/A	N/A
644	0	0	0	0	0	0	N/A	N/A
645	0	0	0	0	0	0	N/A	N/A
646	0	0	0	0	0	0	N/A	N/A
647	0	0	0	0	0	0	N/A	N/A
648	0	0	0	0	0	0	N/A	N/A
649	0	0	0	0	0	0	N/A	N/A
650	0	0	0	0	0	0	N/A	N/A
651	0	0	0	0	0	0	N/A	N/A
652	0	0	0	0	0	0	N/A	N/A
653	0	0	0	0	0	0	N/A	N/A
654	0	0	0	0	0	0	N/A	N/A
655	0	0	0	0	0	0	N/A	N/A
656	0	0	0	0	0	0	N/A	N/A
657	0	0	0	0	0	0	N/A	N/A
658	0	0	0	0	0	0	N/A	N/A
659	0	0	0	0	0	0	N/A	N/A
660	0	0	0	0	0	0	N/A	N/A
661	0	0	0	0	0	0	N/A	N/A
662	0	0	0	0	0	0	N/A	N/A
663	0	0	0	0	0	0	N/A	N/A
664	0	0	0	0	0	0	N/A	N/A
665	0	0	0	0	0	0	N/A	N/A
666	0	0	0	0	0	0	N/A	N/A
667	0	0	0	0	0	0	N/A	N/A
668	0	0	0	0	0	0	N/A	N/A
669	0	0	0	0	0	0	N/A	N/A
670	0	0	0	0	0	0	N/A	N/A
671	0	0	0	0	0	0	N/A	N/A
672	0	0	0	0	0	0	N/A	N/A
673	0	0	0	0	0	0	N/A	N/A
674	0	0	0	0	0	0	N/A	N/A
675	0	0	0	0	0	0	N/A	N/A
676	0	0	0	0	0	0	N/A	N/A
677	0	0	0	0	0	0	N/A	N/A
678	0	0	0	0	0	0	N/A	N/A
679	0	0	0	0	0	0	N/A	N/A
680	0	0	0	0	0	0	N/A	N/A
681	0	0	0	0	0	0	N/A	N/A
682	0	0	0	0	0	0	N/A	N/A
683	0	0	0	0	0	0	N/A	N/A
684	0	0	0	0	0	0	N/A	N/A
685	0	0	0	0	0	0	N/A	N/A
686	0	0	0	0	0	0	N/A	N/A
687	0	0	0	0	0	0	N/A	N/A
688	0	0	0	0	0	0	N/A	N/A
689	0	0	0	0	0	0	N/A	N/A
690	0	0	0	0	0	0	N/A	N/A
691	0	0	0	0	0	0	N/A	N/A
692	0	0	0	0	0	0	N/A	N/A
693	0	0	0	0	0	0	N/A	N/A
694	0	0	0	0	0	0	N/A	N/A
695	0	0	0	0	0	0	N/A	N/A
696	0	0	0	0	0	0	N/A	N/A
697	0	0	0	0	0	0	N/A	N/A
698	0	0	0	0	0	0	N/A	N/A
699	0	0	0	0	0	0	N/A	N/A
700	0	0	0	0	0	0	N/A	N/A
701	0	0	0	0	0	0	N/A	N/A
702	0	0	0	0	0	0	N/A	N/A
703	0	0	0	0	0	0	N/A	N/A
704	0	0	0	0	0	0	N/A	N/A
705	0	0	0	0	0	0	N/A	N/A
706	0	0	0	0	0	0	N/A	N/A
707	0	0	0	0	0	0	N/A	N/A
708	0	0	0	0	0	0	N/A	N/A
709	0	0	0	0	0	0	N/A	N/A
710	0	0	0	0	0	0	N/A	N/A
711	0	0	0	0	0	0	N/A	N/A
712	0	0	0	0	0	0	N/A	N/A
713	0	0	0	0	0	0	N/A	N/A
714	0	0	0	0	0	0	N/A	N/A
715	0	0	0	0	0	0	N/A	N/A
716	0	0	0	0	0	0	N/A	N/A
717	0	0	0	0	0	0	N/A	N/A
718	0	0	0	0	0	0	N/A	N/A
719	0	0	0	0	0	0	N/A	N/A
720	0	0	0	0	0	0	N/A	N/A
721	0	0	0	0	0	0	N/A	N/A
722	0	0	0	0	0	0	N/A	N/A
723	0	0	0	0	0	0	N/A	N/A
724	0	0	0	0	0	0	N/A	N/A
725	0	0	0	0	0	0	N/A	N/A
726	0	0	0	0	0	0	N/A	N/A
727	0	0	0	0	0	0	N/A	N/A
728	0	0	0	0	0	0	N/A	N/A
729	0	0	0	0	0	0	N/A	N/A
730	0	0	0	0	0	0	N/A	N/A
731	0	0	0	0	0	0	N/A	N/A
732	0	0	0	0	0	0	N/A	N/A
733	0	0	0	0	0	0	N/A	N/A
734	0	0	0	0	0	0	N/A	N/A
735	0	0	0	0	0	0	N/A	N/A
736	0	0	0	0	0	0	N/A	N/A
737	0	0	0	0	0	0	N/A	N/A
738	0	0	0	0	0	0	N/A	N/A
739	0	0	0	0	0	0	N/A	N/A
740	0	0	0	0	0	0	N/A	N/A
741	0	0	0	0	0	0	N/A	N/A
742	0	0	0	0	0	0	N/A	N/A
743	0	0	0	0	0	0	N/A	N/A
744	0	0	0	0	0	0	N/A	N/A
745	0	0	0	0	0	0	N/A	N/A
746	0	0	0	0	0	0	N/A	N/A
747	0	0	0	0	0	0	N/A	N/A
748	0	0	0	0	0	0	N/A	N/A
749	0	0	0	0	0	0	N/A	N/A
750	0	0	0	0	0	0	N/A	N/A
751	0	0	0	0	0	0	N/A	N/A
752	0	0	0	0	0	0	N/A	N/A
753	0	0	0	0	0	0	N/A	N/A
754	0	0	0	0	0	0	N/A	N/A
755	0	0	0	0	0	0	N/A	N/A
756	0	0	0	0	0	0	N/A	N/A
757	0	0	0	0	0	0	N/A	N/A
758	0	0	0	0	0	0	N/A	N/A
759	0	0	0	0	0	0	N/A	N/A
760	0	0	0	0	0	0	N/A	N/A
761	0	0	0	0	0	0	N/A	N/A
762	0	0	0	0	0	0	N/A	N/A
763	0	0	0	0	0	0	N/A	N/A
764	0	0	0	0	0	0	N/A	N/A
765	0	0	0	0	0	0	N/A	N/A
766	0	0	0	0	0	0	N/A	N/A
767	0	0	0	0	0	0	N/A	N/A
768	0	0	0	0	0	0	N/A	N/A
769	0	0	0	0	0	0	N/A	N/A
770	0	0	0	0	0	0	N/A	N/A
771	0	0	0	0	0	0	N/A	N/A
772	0	0	0	0	0	0	N/A	N/A
773	0	0	0	0	0	0	N/A	N/A
774	0	0	0	0	0	0	N/A	N/A
775	0	0	0	0	0	0	N/A	N/A
776	0	0	0	0	0	0	N/A	N/A
777	0	0	0	0	0	0	N/A	N/A
778	0	0	0	0	0	0	N/A	N/A
779	0	0	0	0	0	0	N/A	N/A
780	0	0	0	0	0	0	N/A	N/A
781	0	0	0	0	0	0	N/A	N/A
782	0	0	0	0	0	0	N/A	N/A
783	0	0	0	0	0	0	N/A	N/A
784	0	0	0	0	0	0	N/A	N/A
785	0	0	0	0	0	0	N/A	N/A
786	0	0	0	0	0	0	N/A	N/A
787	0	0	0	0	0	0	N/A	N/A
788	0	0	0	0	0	0	N/A	N/A
789	0	0	0	0	0	0	N/A	N/A
790	0	0	0	0	0	0	N/A	N/A
791	0	0	0	0	0	0	N/A	N/A
792	0	0	0	0	0	0	N/A	N/A
793	0	0	0	0	0	0	N/A	N/A
794	0	0	0	0	0	0	N/A	N/A
795	0	0	0	0	0	0	N/A	N/A
796	0	0	0	0	0	0	N/A	N/A
797	0	0	0	0	0	0	N/A	N/A
798	0	0	0	0	0	0	N/A	N/A
799	0	0	0	0	0	0	N/A	N/A
800	0	0	0	0	0	0	N/A	N/A
801	0	0	0	0	0	0	N/A	N/A
802	0	0	0	0	0	0	N/A	N/A
803	0	0	0	0	0	0	N/A	N/A
804	0	0	0	0	0	0	N/A	N/A
805	0	0	0	0	0	0	N/A	N/A
806	0	0	0	0	0	0	N/A	N/A
807	0	0	0	0	0	0	N/A	N/A
808	0	0	0	0	0	0	N/A	N/A
809	0	0	0	0	0	0	N/A	N/A
810	0	0	0	0	0	0	N/A	N/A
811	0	0	0	0	0	0	N/A	N/A
812	0	0	0	0	0	0	N/A	N/A
813	0	0	0	0	0	0	N/A	N/A
814	0	0	0	0	0	0	N/A	N/A
815	0	0	0	0	0	0	N/A	N/A
816	0	0	0	0	0	0	N/A	N/A
817	0	0	0	0	0	0	N/A	N/A
818	0	0	0	0	0	0	N/A	N/A
819	0	0	0	0	0	0	N/A	N/A
820	0	0	0	0	0	0	N/A	N/A
821	0	0	0	0	0	0	N/A	N/A
822	0	0	0	0	0	0	N/A	N/A
823	0	0	0	0	0	0	N/A	N/A
824	0	0	0	0	0	0	N/A	N/A
825	0	0	0	0	0	0	N/A	N/A
826	0	0	0	0	0	0	N/A	N/A
827	0	0	0	0	0	0	N/A	N/A
828	0	0	0	0	0	0	N/A	N/A
829	0	0	0	0	0	0	N/A	N/A
830	0	0	0	0	0	0	N/A	N/A
831	0	0	0	0	0	0	N/A	N/A
832	0	0	0	0	0	0	N/A	N/A
833	0	0	0	0	0	0	N/A	N/A
834	0	0	0	0	0	0	N/A	N/A
835	0	0	0	0	0	0	N/A	N/A
836	0	0	0	0	0	0	N/A	N/A
837	0	0	0	0	0	0	N/A	N/A
838	0	0	0	0	0	0	N/A	N/A
839	0	0	0	0	0	0	N/A	N/A
840	0	0	0	0	0	0	N/A	N/A
841	0	0	0	0	0	0	N/A	N/A
842	0	0	0	0	0	0	N/A	N/A
843	0	0	0	0	0	0	N/A	N/A
844	0	0	0	0	0	0	N/A	N/A
845	0	0	0	0	0	0	N/A	N/A
846	0	0	0	0	0	0	N/A	N/A
847	0	0	0	0	0	0	N/A	N/A
848	0	0	0	0	0	0	N/A	N/A
849	0	0	0	0	0	0	N/A	N/A
850	0	0	0	0	0	0	N/A	N/A
851	0	0	0	0	0	0	N/A	N/A
852	0	0	0	0	0	0	N/A	N/A
853	0	0	0	0	0	0	N/A	N/A
854	0	0	0	0	0	0	N/A	N/A
855	0	0	0	0	0	0	N/A	N/A
856	0	0	0	0	0	0	N/A	N/A
857	0	0	0	0	0	0	N/A	N/A
858	0	0	0	0	0	0	N/A	N/A
859	0	0	0	0	0	0	N/A	N/A
860	0	0	0	0	0	0	N/A	N/A
861	0	0	0	0	0	0	N/A	N/A
862	0	0	0	0	0	0	N/A	N/A
863	0	0	0	0	0	0	N/A	N/A
864	0	0	0	0	0	0	N/A	N/A
865	0	0	0	0	0	0	N/A	N/A
866	0	0	0	0	0	0	N/A	N/A
867	0	0	0	0	0	0	N/A	N/A
868	0	0	0	0	0	0	N/A	N/A
869	0	0	0	0	0	0	N/A	N/A
870	0	0	0	0	0	0	N/A	N/A
871	0	0	0	0	0	0	N/A	N/A
872	0	0	0	0	0	0	N/A	N/A
873	0	0	0	0	0	0	N/A	N/A
874	0	0	0	0	0	0	N/A	N/A
875	0	0	0	0	0	0	N/A	N/A
876	0	0	0	0	0	0	N/A	N/A
877	0	0	0	0	0	0	N/A	N/A
878	0	0	0	0	0	0	N/A	N/A
879	0	0	0	0	0	0	N/A	N/A
880	0	0	0	0	0	0	N/A	N/A
881	0	0	0	0	0	0	N/A	N/A
882	0	0	0	0	0	0	N/A	N/A
883	0	0	0	0	0	0	N/A	N/A
884	0	0	0	0	0	0	N/A	N/A
885	0	0	0	0	0	0	N/A	N/A
886	0	0	0	0	0	0	N/A	N/A
887	0	0	0	0	0	0	N/A	N/A
888	0	0	0	0	0	0	N/A	N/A
889	0	0	0	0	0	0	N/A	N/A
890	0	0	0	0	0	0	N/A	N/A
891	0	0	0	0	0	0	N/A	N/A
892	0	0	0	0	0	0	N/A	N/A
893	0	0	0	0	0	0	N/A	N/A
894	0	0	0	0	0	0	N/A	N/A
895	0	0	0	0	0	0	N/A	N/A
896	0	0	0	0	0	0	N/A	N/A
897	0	0	0	0	0	0	N/A	N/A
898	0	0	0	0	0	0	N/A	N/A
899	0	0	0	0	0	0	N/A	N/A
900	0	0	0	0	0	0	N/A	N/A
901	0	0	0	0	0	0	N/A	N/A
902	0	0	0	0	0	0	N/A	N/A
903	0	0	0	0	0	0	N/A	N/A
904	0	0	0	0	0	0	N/A	N/A
905	0	0	0	0	0	0	N/A	N/A
906	0	0	0	0	0	0	N/A	N/A
907	0	0	0	0	0	0	N/A	N/A
908	0	0	0	0	0	0	N/A	N/A
909	0	0	0	0	0	0	N/A	N/A
910	0	0	0	0	0	0	N/A	N/A
911	0	0	0	0	0	0	N/A	N/A
912	0	0	0	0	0	0	N/A	N/A
913	0	0	0	0	0	0	N/A	N/A
914	0	0	0	0	0	0	N/A	N/A
915	0	0	0	0	0	0	N/A	N/A
916	0	0	0	0	0	0	N/A	N/A
917	0	0	0	0	0	0	N/A	N/A
918	0	0	0	0	0	0	N/A	N/A
919	0	0	0	0	0	0	N/A	N/A
920	0	0	0	0	0	0	N/A	N/A
921	0	0	0	0	0	0	N/A	N/A
922	0	0	0	0	0	0	N/A	N/A
923	0	0	0	0	0	0	N/A	N/A
924	0	0	0	0	0	0	N/A	N/A
925	0	0	0	0	0	0	N/A	N/A
926	0	0	0	0	0	0	N/A	N/A
927	0	0	0	0	0	0	N/A	N/A
928	0	0	0	0	0	0	N/A	N/A
929	0	0	0	0	0	0	N/A	N/A
930	0	0	0	0	0	0	N/A	N/A
931	0	0	0	0	0	0	N/A	N/A
932	0	0	0	0	0	0	N/A	N/A
933	0	0	0	0	0	0	N/A	N/A
934	0	0	0	0	0	0	N/A	N/A
935	0	0	0	0	0	0	N/A	N/A
936	0	0	0	0	0	0	N/A	N/A
937	0	0	0	0	0	0	N/A	N/A
938	0	0	0	0	0	0	N/A	N/A
939	0	0	0	0	0	0	N/A	N/A
940	0	0	0	0	0	0	N/A	N/A
941	0	0	0	0	0	0	N/A	N/A
942	0	0	0	0	0	0	N/A	N/A
943	0	0	0	0	0	0	N/A	N/A
944	1	0	0	0	1	0	0.0	0.9957627118644068
945	0	0	0	0	0	0	N/A	N/A
946	0	0	0	0	0	0	N/A	N/A
947	0	0	0	0	0	0	N/A	N/A
948	0	0	0	0	0	0	N/A	N/A
949	0	0	0	0	0	0	N/A	N/A
950	0	0	0	0	0	0	N/A	N/A
951	0	0	0	0	0	0	N/A	N/A
952	0	0	0	0	0	0	N/A	N/A
953	0	0	0	0	0	0	N/A	N/A
954	0	0	0	0	0	0	N/A	N/A
955	0	0	0	0	0	0	N/A	N/A
956	0	0	0	0	0	0	N/A	N/A
957	0	0	0	0	0	0	N/A	N/A
958	0	0	0	0	0	0	N/A	N/A
959	0	0	0	0	0	0	N/A	N/A
960	0	0	0	0	0	0	N/A	N/A
961	0	0	0	0	0	0	N/A	N/A
962	0	0	0	0	0	0	N/A	N/A
963	0	0	0	0	0	0	N/A	N/A
964	0	0	0	0	0	0	N/A	N/A
965	0	0	0	0	0	0	N/A	N/A
966	0	0	0	0	0	0	N/A	N/A
967	0	0	0	0	0	0	N/A	N/A
968	0	0	0	0	0	0	N/A	N/A
969	0	0	0	0	0	0	N/A	N/A
970	0	0	0	0	0	0	N/A	N/A
971	0	0	0	0	0	0	N/A	N/A
972	0	0	0	0	0	0	N/A	N/A
973	0	0	0	0	0	0	N/A	N/A
974	0	0	0	0	0	0	N/A	N/A
975	0	0	0	0	0	0	N/A	N/A
976	0	0	0	0	0	0	N/A	N/A
977	0	0	0	0	0	0	N/A	N/A
978	0	0	0	0	0	0	N/A	N/A
979	0	0	0	0	0	0	N/A	N/A
980	0	0	0	0	0	0	N/A	N/A
981	0	0	0	0	0	0	N/A	N/A
982	0	0	0	0	0	0	N/A	N/A
983	0	0	0	0	0	0	N/A	N/A
984	0	0	0	0	0	0	N/A	N/A
985	0	0	0	0	0	0	N/A	N/A
986	0	0	0	0	0	0	N/A	N/A
987	0	0	0	0	0	0	N/A	N/A
988	0	0	0	0	0	0	N/A	N/A
989	0	0	0	0	0	0	N/A	N/A
990	0	0	0	0	0	0	N/A	N/A
991	0	0	0	0	0	0	N/A	N/A
992	0	0	0	0	0	0	N/A	N/A
993	0	0	0	0	0	0	N/A	N/A
994	0	0	0	0	0	0	N/A	N/A
995	0	0	0	0	0	0	N/A	N/A
996	0	0	0	0	0	0	N/A	N/A
997	0	0	0	0	0	0	N/A	N/A
998	0	0	0	0	0	0	N/A	N/A
999	0	0	0	0	0	0	N/A	N/A
1000	0	0	0	0	0	0	N/A	N/A
1001	0	0	0	0	0	0	N/A	N/A
1002	0	0	0	0	0	0	N/A	N/A
1003	0	0	0	0	0	0	N/A	N/A
1004	0	0	0	0	0	0	N/A	N/A
1005	0	0	0	0	0	0	N/A	N/A
1006	0	0	0	0	0	0	N/A	N/A
1007	0	0	0	0	0	0	N/A	N/A
1008	0	0	0	0	0	0	N/A	N/A
1009	0	0	0	0	0	0	N/A	N/A
1010	0	0	0	0	0	0	N/A	N/A
1011	0	0	0	0	0	0	N/A	N/A
1012	0	0	0	0	0	0	N/A	N/A
1013	0	0	0	0	0	0	N/A	N/A
1014	0	0	0	0	0	0	N/A	N/A
1015	0	0	0	0	0	0	N/A	N/A
1016	0	0	0	0	0	0	N/A	N/A
1017	0	0	0	0	0	0	N/A	N/A
1018	0	0	0	0	0	0	N/A	N/A
1019	0	0	0	0	0	0	N/A	N/A
1020	0	0	0	0	0	0	N/A	N/A
1021	0	0	0	0	0	0	N/A	N/A
1022	0	0	0	0	0	0	N/A	N/A
1023	0	0	0	0	0	0	N/A	N/A
1024	0	0	0	0	0	0	N/A	N/A
1025	0	0	0	0	0	0	N/A	N/A
1026	0	0	0	0	0	0	N/A	N/A
1027	0	0	0	0	0	0	N/A	N/A
1028	0	0	0	0	0	0	N/A	N/A
1029	0	0	0	0	0	0	N/A	N/A
1030	0	0	0	0	0	0	N/A	N/A
1031	0	0	0	0	0	0	N/A	N/A
1032	0	0	0	0	0	0	N/A	N/A
1033	0	0	0	0	0	0	N/A	N/A
1034	0	0	0	0	0	0	N/A	N/A
1035	0	0	0	0	0	0	N/A	N/A
1036	0	0	0	0	0	0	N/A	N/A
1037	0	0	0	0	0	0	N/A	N/A
1038	0	0	0	0	0	0	N/A	N/A
1039	0	0	0	0	0	0	N/A	N/A
1040	0	0	0	0	0	0	N/A	N/A
1041	0	0	0	0	0	0	N/A	N/A
1042	0	0	0	0	0	0	N/A	N/A
1043	0	0	0	0	0	0	N/A	N/A
1044	0	0	0	0	0	0	N/A	N/A
1045	0	0	0	0	0	0	N/A	N/A
1046	0	0	0	0	0	0	N/A	N/A
1047	0	0	0	0	0	0	N/A	N/A
1048	0	0	0	0	0	0	N/A	N/A
1049	0	0	0	0	0	0	N/A	N/A
1050	0	0	0	0	0	0	N/A	N/A
1051	0	0	0	0	0	0	N/A	N/A
1052	0	0	0	0	0	0	N/A	N/A
1053	0	0	0	0	0	0	N/A	N/A
1054	0	0	0	0	0	0	N/A	N/A
1055	0	0	0	0	0	0	N/A	N/A
1056	0	0	0	0	0	0	N/A	N/A
1057	0	0	0	0	0	0	N/A	N/A
1058	0	0	0	0	0	0	N/A	N/A
1059	0	0	0	0	0	0	N/A	N/A
1060	0	0	0	0	0	0	N/A	N/A
1061	0	0	0	0	0	0	N/A	N/A
1062	0	0	0	0	0	0	N/A	N/A
1063	0	0	0	0	0	0	N/A	N/A
1064	0	0	0	0	0	0	N/A	N/A
1065	0	0	0	0	0	0	N/A	N/A
1066	0	0	0	0	0	0	N/A	N/A
1067	0	0	0	0	0	0	N/A	N/A
1068	0	0	0	0	0	0	N/A	N/A
1069	0	0	0	0	0	0	N/A	N/A
1070	0	0	0	0	0	0	N/A	N/A
1071	0	0	0	0	0	0	N/A	N/A
1072	0	0	0	0	0	0	N/A	N/A
1073	0	0	0	0	0	0	N/A	N/A
1074	0	0	0	0	0	0	N/A	N/A
1075	0	0	0	0	0	0	N/A	N/A
1076	0	0	0	0	0	0	N/A	N/A
1077	0	0	0	0	0	0	N/A	N/A
1078	0	0	0	0	0	0	N/A	N/A
1079	0	0	0	0	0	0	N/A	N/A
1080	0	0	0	0	0	0	N/A	N/A
1081	0	0	0	0	0	0	N/A	N/A
1082	0	0	0	0	0	0	N/A	N/A
1083	0	0	0	0	0	0	N/A	N/A
1084	0	0	0	0	0	0	N/A	N/A
1085	0	0	0	0	0	0	N/A	N/A
1086	0	0	0	0	0	0	N/A	N/A
1087	0	0	0	0	0	0	N/A	N/A
1088	0	0	0	0	0	0	N/A	N/A
1089	1	0	0	1	0	0	0.0	0.9972451790633609
1090	0	0	0	0	0	0	N/A	N/A
1091	0	0	0	0	0	0	N/A	N/A
1092	0	0	0	0	0	0	N/A	N/A
1093	0	0	0	0	0	0	N/A	N/A
1094	0	0	0	0	0	0	N/A	N/A
1095	0	0	0	0	0	0	N/A	N/A
1096	1	0	1	0	0	0	0.0	0.9014598540145985
1097	0	0	0	0	0	0	N/A	N/A
1098	0	0	0	0	0	0	N/A	N/A
1099	0	0	0	0	0	0	N/A	N/A
1100	0	0	0	0	0	0	N/A	N/A
1101	0	0	0	0	0	0	N/A	N/A
1102	0	0	0	0	0	0	N/A	N/A
1103	0	0	0	0	0	0	N/A	N/A
1104	0	0	0	0	0	0	N/A	N/A
1105	0	0	0	0	0	0	N/A	N/A
1106	0	0	0	0	0	0	N/A	N/A
1107	0	0	0	0	0	0	N/A	N/A
1108	0	0	0	0	0	0	N/A	N/A
1109	0	0	0	0	0	0	N/A	N/A
1110	0	0	0	0	0	0	N/A	N/A
1111	0	0	0	0	0	0	N/A	N/A
1112	0	0	0	0	0	0	N/A	N/A
1113	0	0	0	0	0	0	N/A	N/A
1114	0	0	0	0	0	0	N/A	N/A
1115	0	0	0	0	0	0	N/A	N/A
1116	0	0	0	0	0	0	N/A	N/A
1117	0	0	0	0	0	0	N/A	N/A
1118	0	0	0	0	0	0	N/A	N/A
1119	0	0	0	0	0	0	N/A	N/A
1120	0	0	0	0	0	0	N/A	N/A
1121	0	0	0	0	0	0	N/A	N/A
1122	0	0	0	0	0	0	N/A	N/A
1123	0	0	0	0	0	0	N/A	N/A
1124	0	0	0	0	0	0	N/A	N/A
1125	0	0	0	0	0	0	N/A	N/A
1126	0	0	0	0	0	0	N/A	N/A
1127	0	0	0	0	0	0	N/A	N/A
1128	0	0	0	0	0	0	N/A	N/A
1129	0	0	0	0	0	0	N/A	N/A
1130	0	0	0	0	0	0	N/A	N/A
1131	0	0	0	0	0	0	N/A	N/A
1132	0	0	0	0	0	0	N/A	N/A
1133	0	0	0	0	0	0	N/A	N/A
1134	0	0	0	0	0	0	N/A	N/A
1135	0	0	0	0	0	0	N/A	N/A
1136	0	0	0	0	0	0	N/A	N/A
1137	0	0	0	0	0	0	N/A	N/A
1138	0	0	0	0	0	0	N/A	N/A
1139	0	0	0	0	0	0	N/A	N/A
1140	0	0	0	0	0	0	N/A	N/A
1141	0	0	0	0	0	0	N/A	N/A
1142	0	0	0	0	0	0	N/A	N/A
1143	0	0	0	0	0	0	N/A	N/A
1144	0	0	0	0	0	0	N/A	N/A
1145	0	0	0	0	0	0	N/A	N/A
1146	0	0	0	0	0	0	N/A	N/A
1147	0	0	0	0	0	0	N/A	N/A
1148	0	0	0	0	0	0	N/A	N/A
1149	0	0	0	0	0	0	N/A	N/A
1150	0	0	0	0	0	0	N/A	N/A
1151	0	0	0	0	0	0	N/A	N/A
1152	0	0	0	0	0	0	N/A	N/A
1153	0	0	0	0	0	0	N/A	N/A
1154	0	0	0	0	0	0	N/A	N/A
1155	0	0	0	0	0	0	N/A	N/A
1156	0	0	0	0	0	0	N/A	N/A
1157	0	0	0	0	0	0	N/A	N/A
1158	0	0	0	0	0	0	N/A	N/A
1159	0	0	0	0	0	0	N/A	N/A
1160	0	0	0	0	0	0	N/A	N/A
1161	0	0	0	0	0	0	N/A	N/A
1162	0	0	0	0	0	0	N/A	N/A
1163	0	0	0	0	0	0	N/A	N/A
1164	0	0	0	0	0	0	N/A	N/A
1165	0	0	0	0	0	0	N/A	N/A
1166	0	0	0	0	0	0	N/A	N/A
1167	0	0	0	0	0	0	N/A	N/A
1168	0	0	0	0	0	0	N/A	N/A
1169	0	0	0	0	0	0	N/A	N/A
1170	0	0	0	0	0	0	N/A	N/A
1171	0	0	0	0	0	0	N/A	N/A
1172	0	0	0	0	0	0	N/A	N/A
1173	0	0	0	0	0	0	N/A	N/A
1174	0	0	0	0	0	0	N/A	N/A
1175	0	0	0	0	0	0	N/A	N/A
1176	0	0	0	0	0	0	N/A	N/A
1177	0	0	0	0	0	0	N/A	N/A
1178	0	0	0	0	0	0	N/A	N/A
1179	0	0	0	0	0	0	N/A	N/A
1180	0	0	0	0	0	0	N/A	N/A
1181	0	0	0	0	0	0	N/A	N/A
1182	0	0	0	0	0	0	N/A	N/A
1183	0	0	0	0	0	0	N/A	N/A
1184	0	0	0	0	0	0	N/A	N/A
1185	0	0	0	0	0	0	N/A	N/A
1186	0	0	0	0	0	0	N/A	N/A
1187	0	0	0	0	0	0	N/A	N/A
1188	0	0	0	0	0	0	N/A	N/A
1189	0	0	0	0	0	0	N/A	N/A
1190	0	0	0	0	0	0	N/A	N/A
1191	0	0	0	0	0	0	N/A	N/A
1192	0	0	0	0	0	0	N/A	N/A
1193	0	0	0	0	0	0	N/A	N/A
1194	0	0	0	0	0	0	N/A	N/A
1195	0	0	0	0	0	0	N/A	N/A
1196	0	0	0	0	0	0	N/A	N/A
1197	0	0	0	0	0	0	N/A	N/A
1198	0	0	0	0	0	0	N/A	N/A
1199	0	0	0	0	0	0	N/A	N/A
1200	0	0	0	0	0	0	N/A	N/A
1201	0	0	0	0	0	0	N/A	N/A
1202	0	0	0	0	0	0	N/A	N/A
1203	0	0	0	0	0	0	N/A	N/A
1204	0	0	0	0	0	0	N/A	N/A
1205	0	0	0	0	0	0	N/A	N/A
1206	0	0	0	0	0	0	N/A	N/A
1207	0	0	0	0	0	0	N/A	N/A
1208	0	0	0	0	0	0	N/A	N/A
1209	0	0	0	0	0	0	N/A	N/A
1210	0	0	0	0	0	0	N/A	N/A
1211	0	0	0	0	0	0	N/A	N/A
1212	0	0	0	0	0	0	N/A	N/A
1213	0	0	0	0	0	0	N/A	N/A
1214	0	0	0	0	0	0	N/A	N/A
